valid_time,t2m,tp,latitude,longitude
2022-07-17 18:00:00,278.19128,8.058548e-05,78.0,20.0
2022-07-17 19:00:00,278.10834,3.194809e-05,78.0,20.0
2022-07-17 20:00:00,278.02576,3.385544e-05,78.0,20.0
2022-07-17 21:00:00,277.9438,4.720688e-05,78.0,20.0
2022-07-17 22:00:00,277.9344,3.528595e-05,78.0,20.0
2022-07-17 23:00:00,277.89935,4.053116e-05,78.0,20.0
2022-07-18 00:00:00,277.92975,6.0081482e-05,78.0,20.0
2022-07-18 01:00:00,278.0309,4.339218e-05,78.0,20.0
2022-07-18 02:00:00,278.30038,0.000111579895,78.0,20.0
2022-07-18 03:00:00,278.5808,0.00013637543,78.0,20.0
2022-07-18 04:00:00,278.9312,9.8228455e-05,78.0,20.0
2022-07-18 05:00:00,279.38104,5.6266785e-05,78.0,20.0
2022-07-18 06:00:00,279.6568,6.341934e-05,78.0,20.0
2022-07-18 07:00:00,279.86096,3.8146973e-05,78.0,20.0
2022-07-18 08:00:00,279.84634,3.8146973e-05,78.0,20.0
2022-07-18 09:00:00,279.66183,1.9550323e-05,78.0,20.0
2022-07-18 10:00:00,279.9831,1.04904175e-05,78.0,20.0
2022-07-18 11:00:00,279.9823,1.8119812e-05,78.0,20.0
2022-07-18 12:00:00,279.96472,4.7683716e-06,78.0,20.0
2022-07-18 13:00:00,279.9048,6.67572e-06,78.0,20.0
2022-07-18 14:00:00,279.72296,1.9073486e-06,78.0,20.0
2022-07-18 15:00:00,279.51678,0.0,78.0,20.0
2022-07-18 16:00:00,279.26355,0.0,78.0,20.0
2022-07-18 17:00:00,279.30545,9.536743e-07,78.0,20.0
2022-07-18 18:00:00,279.2417,9.536743e-07,78.0,20.0
2022-07-18 19:00:00,278.85504,5.2452087e-06,78.0,20.0
2022-07-18 20:00:00,278.7201,1.9073486e-06,78.0,20.0
2022-07-18 21:00:00,278.65356,1.9073486e-06,78.0,20.0
2022-07-18 22:00:00,278.50922,1.4305115e-06,78.0,20.0
2022-07-18 23:00:00,278.4701,2.3841858e-06,78.0,20.0
2022-07-19 00:00:00,278.3446,2.3841858e-06,78.0,20.0
2022-07-19 01:00:00,278.22943,7.1525574e-06,78.0,20.0
2022-07-19 02:00:00,278.17862,2.0503998e-05,78.0,20.0
2022-07-19 03:00:00,278.1623,1.859665e-05,78.0,20.0
2022-07-19 04:00:00,278.2162,9.059906e-05,78.0,20.0
2022-07-19 05:00:00,278.2118,0.00027561188,78.0,20.0
2022-07-19 06:00:00,278.24335,0.00036239624,78.0,20.0
2022-07-19 07:00:00,278.22928,0.00016832352,78.0,20.0
2022-07-19 08:00:00,278.2055,0.00020742416,78.0,20.0
2022-07-19 09:00:00,278.18,0.0001654625,78.0,20.0
2022-07-19 10:00:00,278.20462,0.00012636185,78.0,20.0
2022-07-19 11:00:00,278.1369,5.1498413e-05,78.0,20.0
2022-07-19 12:00:00,278.13617,4.053116e-05,78.0,20.0
2022-07-19 13:00:00,278.12708,1.335144e-05,78.0,20.0
2022-07-19 14:00:00,278.07672,1.7166138e-05,78.0,20.0
2022-07-19 15:00:00,277.9907,2.2888184e-05,78.0,20.0
2022-07-19 16:00:00,277.91583,2.193451e-05,78.0,20.0
2022-07-19 17:00:00,277.83667,2.9563904e-05,78.0,20.0
2022-07-19 18:00:00,277.7589,6.341934e-05,78.0,20.0
2022-07-19 19:00:00,277.78906,2.4318695e-05,78.0,20.0
2022-07-19 20:00:00,277.8658,3.1471252e-05,78.0,20.0
2022-07-19 21:00:00,277.8795,1.7642975e-05,78.0,20.0
2022-07-19 22:00:00,277.9935,2.4795532e-05,78.0,20.0
2022-07-19 23:00:00,277.92963,3.528595e-05,78.0,20.0
2022-07-20 00:00:00,277.9541,2.002716e-05,78.0,20.0
2022-07-20 01:00:00,277.92,7.6293945e-06,78.0,20.0
2022-07-20 02:00:00,278.02737,1.335144e-05,78.0,20.0
2022-07-20 03:00:00,278.14767,2.9563904e-05,78.0,20.0
2022-07-20 04:00:00,278.2126,2.5749207e-05,78.0,20.0
2022-07-20 05:00:00,278.2557,2.3841858e-05,78.0,20.0
2022-07-20 06:00:00,278.31586,3.194809e-05,78.0,20.0
2022-07-20 07:00:00,278.3107,3.33786e-05,78.0,20.0
2022-07-20 08:00:00,278.2373,3.0994415e-05,78.0,20.0
2022-07-20 09:00:00,278.16348,2.8133392e-05,78.0,20.0
2022-07-20 10:00:00,278.0671,2.4318695e-05,78.0,20.0
2022-07-20 11:00:00,278.0537,1.8119812e-05,78.0,20.0
2022-07-20 12:00:00,278.09323,2.193451e-05,78.0,20.0
2022-07-20 13:00:00,278.08948,9.536743e-06,78.0,20.0
2022-07-20 14:00:00,278.057,2.5749207e-05,78.0,20.0
2022-07-20 15:00:00,278.08765,2.7656555e-05,78.0,20.0
2022-07-20 16:00:00,278.04865,4.4345856e-05,78.0,20.0
2022-07-20 17:00:00,278.0199,4.053116e-05,78.0,20.0
2022-07-20 18:00:00,277.927,8.058548e-05,78.0,20.0
2022-07-20 19:00:00,277.8118,0.00013875961,78.0,20.0
2022-07-20 20:00:00,277.7091,0.0006213188,78.0,20.0
2022-07-20 21:00:00,277.66754,0.00063991547,78.0,20.0
2022-07-20 22:00:00,277.79572,0.0006198883,78.0,20.0
2022-07-20 23:00:00,277.66736,0.00044250488,78.0,20.0
2022-07-21 00:00:00,277.51318,0.0003271103,78.0,20.0
2022-07-21 01:00:00,277.40204,0.0002632141,78.0,20.0
2022-07-21 02:00:00,277.36823,0.00019454956,78.0,20.0
2022-07-21 03:00:00,277.3205,0.00016021729,78.0,20.0
2022-07-21 04:00:00,277.27704,9.346008e-05,78.0,20.0
2022-07-21 05:00:00,277.23578,4.5776367e-05,78.0,20.0
2022-07-21 06:00:00,277.26807,6.67572e-06,78.0,20.0
2022-07-21 07:00:00,277.35995,5.722046e-06,78.0,20.0
2022-07-21 08:00:00,277.4638,2.3841858e-06,78.0,20.0
2022-07-21 09:00:00,277.54074,2.861023e-06,78.0,20.0
2022-07-21 10:00:00,277.6845,4.7683716e-06,78.0,20.0
2022-07-21 11:00:00,277.66064,3.8146973e-06,78.0,20.0
2022-07-21 12:00:00,277.62683,4.7683716e-06,78.0,20.0
2022-07-21 13:00:00,277.5779,6.67572e-06,78.0,20.0
2022-07-21 14:00:00,277.54114,4.7683716e-06,78.0,20.0
2022-07-21 15:00:00,277.5651,1.9073486e-06,78.0,20.0
2022-07-21 16:00:00,277.5508,1.9073486e-06,78.0,20.0
2022-07-21 17:00:00,277.50735,2.193451e-05,78.0,20.0
2022-07-21 18:00:00,277.42557,4.9591064e-05,78.0,20.0
2022-07-21 19:00:00,277.35852,0.00010967255,78.0,20.0
2022-07-21 20:00:00,277.33087,0.00017309189,78.0,20.0
2022-07-21 21:00:00,277.27942,0.00030183792,78.0,20.0
2022-07-21 22:00:00,277.29126,0.00028324127,78.0,20.0
